Text,Label,Types
boobs are big,Bullying ,Sexual
election is not to fair,Bullying ,Political
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
eid day are the bad day of month,Bullying ,Religion
your friends are all stupid niggers so how are they any help to you,Bullying,Ethnicity
whats with loser ass niggas and quote retweeting eeeeverything,Bullying ,Ethnicity
holy fuck girl you cant do stuff like that,Bullying ,Sexual
this post is my daily reminder to never take life too seriously,Bullying,Troll
the erosion of ethics and integrity in political campaigns fosters public disillusionment,Bullying ,Political
for all the care ive given you you owe me something,Bullying,Sexual
israel has been plagued by unpredictable war and violence,Bullying ,Ethnicity
in what started as a surprise attack israel in 1967 defeated egypt,Bullying ,Political
get fucking real dude,Bullying ,Sexual
i dont work this hard so that all those pakis can take the benefits,Bullying,Ethnicity
election is not to fair,Bullying ,Political
boobs are big,Bullying ,Sexual
i want your ass in my bed,Bullying ,Sexual
boobs are big,Bullying ,Sexual
election is not to fair,Bullying ,Political
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
youre so weak its laughable,Bullying,Vocational
excuse the crimes of islam rather than get rid of them,Bullying,Racism
heroalom is fool of bangladesh actor,Bullying,Troll
three main line railway stations were closed,Bullying ,Threats
what is making us all crazy in this country is racism,Bullying,Threats
you are a gay,Bullying,Troll
the society can do everything for their bad things,Bullying,Ethnicity
excuse the crimes of islam rather than get rid of them,Bullying,Racism
sexy body,Bullying ,Sexual
referring to an adult as a girl hunk doll babe or honey,Bullying ,Sexual
yo yo boys,Bullying ,Troll
election is not to fair,Bullying ,Political
boobs on fire,Bullying,Sexual
religious teachings can perpetuate harmful superstitions,Bullying,Religion
excuse the crimes of islam rather than get rid of them,Bullying,Racism
people have a choice whether to feed the white or the black wolf there are energetic phases of creation and destruction,Bullying ,Ethnicity
haha isnt route running part of the position people are dumb but fuck edelman he just looks like he says,Bullying ,Ethnicity
u are nosty human,Bullying ,Vocational
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
religion can promote prayer and faith healing over the use of mental health treatments,Bullying,Religion
excuse the crimes of islam rather than get rid of them,Bullying,Racism
police security was made available to the prosecutions main witness after she received,Bullying ,Threats
england is a naughty country,Bullying ,Ethnicity
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
moan for me,Bullying ,Sexual
me your big friend from bangladesh,Bullying,Troll
makeup look at the faces of those who want to get married,Bullying,Troll
hahahahaha islam opposes wickedness,Bullying ,Religion
this is really insulting to say that,Bullying,Vocational
until you consent to my approaches i wont stop,Bullying,Vocational
i am a robot,Bullying ,Troll
if they are found guilty or plead guilty then they will receive a punishment this might include a prison sentence,Bullying ,Political
england is a naughty country,Bullying ,Ethnicity
students league are fuck of,Bullying ,Political
i will come secretly sex you,Bullying ,Sexual
cock suck before you piss around on my work,Bullying ,Sexual
displaying images of a sexual nature,Bullying,Sexual
the key witness for the prosecution was offered police protection after she received,Bullying ,Threats
if they are found guilty or plead guilty then they will receive a punishment this might include a prison sentence,Bullying ,Political
yo yo boys,Bullying ,Troll
ten outdoors soon everyones treatment seat shake the doctors radio land,Bullying,Troll
this post is a masterpiece in the art of hilarity,Bullying,Troll
wait your fb is banned now,Bullying,Threats
islam was proclaimed to be a whole religion by the prophet muhammad saw,Bullying ,Religion
srilanka dewlia,Bullying ,Ethnicity
bangladesh is a dangerous country,Bullying ,Ethnicity
it is hoped that the kidnappers will not carry out their threat to kill the hostages,Bullying ,Threats
motherfukcer,Bullying ,Vocational
excuse the crimes of islam rather than get rid of them,Bullying,Racism
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
have not seen a white girlboy act as dumb or hateful as a nigger or beaner since election but fuck white people we are racists,Bullying ,Ethnicity
just kill this man this could the last eye for an eye yall let happen but holy fuck most ppl want this man dead besides his dumb ass followers,Bullying ,Ethnicity
you have never studied the barbarity of the muslims during,Bullying ,Religion
your posts are the cure for my serious face syndrome,Bullying,Troll
you are a gay,Bullying,Troll
three main line railway stations were closed,Bullying ,Threats
by killing him,Bullying,Threats
holy fuck girl you cant do stuff like that,Bullying ,Sexual
who are islamists those who fully follow the teachings of muhammed found in the quran and hadiths,Bullying,Religion
this person can be charged with a crime and face trial,Bullying ,Political
kimjonun is a risky individual,Bullying,Political
the governments failure to address income inequality exacerbates social unrest,Bullying ,Political
breathe easily,Bullying ,Political
youre just looking for attention,Bullying,Vocational
you have never studied the barbarity of the muslims during,Bullying ,Religion
i cant quit thinking about your body,Bullying,Sexual
israeliregime so dont feed me your little piece of taqiyya bs,Bullying ,Religion
oil your own machine,Bullying ,Threats
heroalom is fool of bangladesh actor,Bullying,Troll
fucking,Bullying ,Sexual
youre so pathetic,Bullying,Vocational
eid day are the bad day of month,Bullying ,Religion
sexy figure,Bullying,Sexual
i am a level above you,Bullying,Vocational
you idiots let the law do its due diligence,Bullying,Ethnicity
you are the next tik tok super star my friend,Bullying ,Troll
all people are threatened by nuclear weapons,Bullying ,Threats
white people fucks,Bullying ,Ethnicity
hindu are killed israil,Bullying ,Religion
transparency is weakened when executive privilege is used improperly to keep information from the public,Bullying ,Political
us and israel share common adversaries,Bullying ,Religion
how about you stop asking questions lil nigga,Bullying,Ethnicity
israel has been plagued by unpredictable war and violence,Bullying ,Ethnicity
limit baje howar akta ace,Bullying,Ethnicity
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
the erosion of trust in election systems undermines faith in democratic processes,Bullying,Religion
what the fuck,Bullying ,Sexual
the lack of transparency in lobbying activities allows for undisclosed influence over policymaking,Bullying,Religion
hate them,Bullying ,Vocational
israeli authorities doubled down on policies to repress palestinians and privilege jewish israelis,Bullying ,Ethnicity
any terrorist must be taken by the police,Bullying ,Threats
excuse the crimes of islam rather than get rid of them,Bullying,Racism
excuse the crimes of islam rather than get rid of them,Bullying,Racism
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
you are a lier,Bullying ,Vocational
the police have to take any terrorist,Bullying ,Threats
my friends and me got called niggers by this mexican chick,Bullying ,Ethnicity
excuse the crimes of islam rather than get rid of them,Bullying,Racism
im skeptical of religious claims about the origins of the universe,Bullying,Religion
killed girls,Bullying ,Threats
the lack of comprehensive immigration reform perpetuates a broken immigration system,Bullying ,Political
any terrorist must be taken by the police,Bullying ,Threats
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
now you are finished,Bullying ,Threats
the police have to take any terrorist,Bullying ,Threats
